hash_,rating,position,name,club,league,country,skillboost
11990,68,CB,"Pol García",Sint-Truiden,"Belgium Pro League",Spain,PHYSICAL
11991,68,RB,Roberts,"Swansea City","England Championship",Wales,REACTIONS
11992,68,ST,Openda,"Club Brugge","Belgium Pro League",Belgium,FINISHING
11993,68,ST,Cauteruccio,"Estudiantes de La Plata","Argentina Primera División",Uruguay,SECONDSTRIKER
11994,68,CDM,Gucher,Pisa,"Italy Serie B",Austria,BOXTOBOX
11995,68,ST,"Lucas João",Reading,"England Championship",Portugal,FINISHING
11996,68,CDM,Assis,"Al Fayha","Saudi Pro League",Brazil,LONGPASSING
11997,68,CM,Rodríguez,Monterrey,"Mexico Liga MX",Mexico,CAPTAIN
11998,68,CB,Pinnock,Brentford,"England Championship",England,TACKLING
11999,68,CAM,Allan,Hibernian,"Scotland Premiership",Scotland,COUNTER
12000,68,CM,Kaptoum,"Real Betis Balompié","Spain Primera División",Cameroon,CAPTAIN
12001,68,CDM,Fofana,"Le Mans FC","France Ligue 2",France,LONGPASSING
12002,68,CM,Zachariassen,"Rosenborg BK","Norway Eliteserien",Norway,LONGPASSING
12003,68,CB,"Aderllan Santos","Rio Ave","Portugal Primeira Liga",Brazil,PHYSICAL
12004,68,CM,Jenssen,"SK Brann","Norway Eliteserien",Norway,INTERCEPTIONS
12005,68,RB,Dudziak,"Hamburger SV","Germany 2. Bundesliga",Germany,DEFENDING
12006,68,CDM,Takács,"Slavia Praha","Rest of W","Czech Republic",LONGPASSING
12007,68,ST,Farias,"Junior de Barranquilla","Colombia Categoría Primera",Venezuela,SHOOTING
12008,68,CB,"Renato Chaves","Al Wehda","Saudi Pro League",Brazil,MARKING
12009,68,CDM,Hartmann,"Dynamo Dresden","Germany 2. Bundesliga",Germany,PASSING
12010,68,RB,Traoré,"RC Lens","France Ligue 2",France,BALANCED
12011,68,RB,"Lee Yong","Jeonbuk Hyundai Motors","Korea K-League 1","Korea Republic",DEFENDING
12012,68,RM,"Al Shehri","Al Nassr","Saudi Pro League","Saudi Arabia",BALLCONTROL
12013,68,CDM,"Tomás Podstawski","Pogoń Szczecin","Poland Ekstraklasa",Portugal,DESTROYER
12014,68,CDM,Soares,"Gil Vicente FC","Portugal Primeira Liga",Brazil,CAPTAIN
12015,68,RB,Yago,"SM Caen","France Ligue 2","Burkina Faso",CROSSING
12016,68,LWB,"Dal Hende","FC Midtjylland","Denmark Superliga",Denmark,CROSSING
12017,68,CF,Pektemek,Alanyaspor,"Turkey Süper Lig",Turkey,FINISHING
12018,68,ST,Córdova,"FC Augsburg","Germany 1. Bundesliga",Venezuela,SHOOTING
12019,68,ST,Testroet,"Erzgebirge Aue","Germany 2. Bundesliga",Germany,TARGETMAN
12020,68,RM,Bammou,Alanyaspor,"Turkey Süper Lig",Morocco,VISION
12021,68,RB,Mogoș,Cremonese,"Italy Serie B",Romania,BALANCED
12022,68,CAM,Adouyev,"Montpellier HSC","France Ligue 1",Russia,FREEKICK
12023,68,LB,Gavory,"Standard Liège","Belgium Pro League",France,CROSSING
12024,68,CB,Huerta,"Universidad Católica","Chile Primera División",Chile,PHYSICAL
12025,68,ST,Pourié,"Eintracht Braunschweig","Germany 3. Liga",Germany,SHOOTING
12026,68,LB,Urribarri,Patronato,"Argentina Primera División",Argentina,DEFENDING
12027,68,ST,Griffiths,"Olympique Lyonnais","France Ligue 1",England,SHOOTING
12028,68,LM,Rojas,"Once Caldas","Colombia Categoría Primera",Colombia,FREEKICK
12029,68,RB,Iacoponi,Parma,"Italy Serie A",Italy,BALANCED
12030,68,CDM,Phliponeau,"Olympique de Marseille","France Ligue 1",France,LONGPASSING
12031,68,CAM,"Romário Baró","FC Porto","Portugal Primeira Liga",Portugal,COUNTER
12032,68,LM,Colazo,"Rosario Central","Argentina Primera División",Argentina,FREEKICK
12033,68,CM,"Han Chan Hee","FC Seoul","Korea K-League 1","Korea Republic",PASSING
12034,68,RM,Asante,"Al Hazem","Saudi Pro League",Ghana,FREEKICK
12035,68,CB,Williams,"Blackburn Rovers","England Championship","Republic of Ireland",PHYSICAL
12036,68,CM,Bradarić,"RC Celta de Vigo","Spain Primera División",Croatia,LONGPASSING
12037,68,CB,Caracciolo,Pisa,"Italy Serie B",Italy,STRENGTH
12038,68,RM,Kage,Kortrijk,"Belgium Pro League","Congo DR",COUNTER
12039,68,GK,Diouf,"Stade de Reims","France Ligue 1",France,GKGENERALIST
12040,68,RB,Kuhn,"SV Wehen Wiesbaden","Germany 2. Bundesliga",Germany,DEFENDING
12041,68,CAM,Rojas,"Union La Calera","Chile Primera División",Chile,VISION
12042,68,ST,Zolinski,"SC Paderborn 07","Germany 1. Bundesliga",Germany,SHOOTING
12043,68,CDM,Higuita,"Junior de Barranquilla","Colombia Categoría Primera",Colombia,BOXTOBOX
12044,68,RB,Jenkinson,"Nottingham Forest","England Championship",England,CROSSING
12045,68,CM,Cerro,"Defensa y Justicia","Argentina Primera División",Argentina,INTERCEPTIONS
12046,68,CB,Paulsen,"FC Ingolstadt 04","Germany 3. Liga",Denmark,AGGRESSION
12047,68,LW,Báez,Cosenza,"Italy Serie B",Uruguay,SPEED
12048,68,CAM,Diallo,Gençlerbirliği,"Turkey Süper Lig",Guinea,LONGSHOTS
12049,68,RW,Duelund,"Dynamo Kyiv","Rest of W",Denmark,AGILITY
12050,68,LM,Ullmann,"Rapid Wien","Austria Bundesliga",Austria,VISION
12051,68,RW,Plata,"Sporting CP","Portugal Primeira Liga",Ecuador,SPEED
12052,68,GK,"Koke Vegas","Levante UD","Spain Primera División",Spain,HANDLING
12053,68,RB,Fisher,"Preston North End","England Championship",England,DEFENDING
12054,68,ST,Clarke,"Sheffield United","England Premier League",England,FINISHING
12055,68,RM,Fouzair,"Al Raed","Saudi Pro League",Morocco,FREEKICK
12056,68,LB,"Mac Allister","Argentinos Juniors","Argentina Primera División",Argentina,BALANCED
12057,68,CB,Sanneh,Göztepe,"Turkey Süper Lig",Gambia,PHYSICAL
12058,68,GK,Schubert,"FC Schalke 04","Germany 1. Bundesliga",Germany,HANDLING
12059,68,CM,Özcan,"Holstein Kiel","Germany 2. Bundesliga",Germany,DESTROYER
12060,68,CDM,Brama,"FC Twente","Holland Eredivisie",Netherlands,CAPTAIN
12061,68,GK,"Rafael Defendi",Famalicão,"Portugal Primeira Liga",Brazil,GKGENERALIST
12062,68,LM,Jatta,"Hamburger SV","Germany 2. Bundesliga",Gambia,FREEKICK
12063,68,RW,Diabaté,"Leicester City","England Premier League",Mali,AGILITY
12064,68,CM,"Alex López","CD Lugo","Spain Segunda División",Spain,LONGPASSING
12065,68,ST,Manaj,"Albacete Balompié","Spain Segunda División",Albania,SHOOTING
12066,68,RM,Olabe,"Albacete Balompié","Spain Segunda División",Spain,LONGSHOTS
12067,68,LM,Improta,Benevento,"Italy Serie B",Italy,VISION
12068,68,LM,Blanco,"Unión Magdalena","Colombia Categoría Primera",Colombia,FREEKICK
12069,68,LB,Paqarada,"SV Sandhausen","Germany 2. Bundesliga",Kosovo,CROSSING
12070,68,RB,Jung,"Hannover 96","Germany 2. Bundesliga",Germany,CROSSING
12071,68,ST,Ubilla,"Deportes Ñuñoa","Chile Primera División",Chile,POACHER
12072,68,CM,"Francisco Ramos","Santa Clara","Portugal Primeira Liga",Portugal,LONGPASSING
12073,68,CAM,Traorè,Sassuolo,"Italy Serie A","Côte d Ivoire",VISION
12074,68,ST,James,"Molde FK","Norway Eliteserien",Nigeria,POACHER
12075,68,CB,Bain,"Stade Brestois 29","France Ligue 1",France,STRENGTH
12076,68,CDM,"N Doram","FC Metz","France Ligue 1",France,BOXTOBOX
12077,68,CM,Aguirre,"Atlético Tucumán","Argentina Primera División",Argentina,BOXTOBOX
12078,68,RM,Aridai,"UD Las Palmas","Spain Segunda División",Spain,VISION
12079,68,CB,Baráth,"Sporting KC","USA Major League Soccer",Hungary,TACKLING
12080,68,GK,Rodríguez,"Central Córdoba","Argentina Primera División",Argentina,GKPOSITIONING
12081,68,CM,Gilmour,Chelsea,"England Premier League",Scotland,PASSING
12082,68,CM,Igbekeme,"Real Zaragoza","Spain Segunda División",Nigeria,PASSING
12083,68,ST,Larrondo,"Union La Calera","Chile Primera División",Chile,ACCELERATION
12084,68,LM,Bakkali,Anderlecht,"Belgium Pro League",Belgium,VISION
12085,68,CM,Kamara,Rangers,"Scotland Premiership",Finland,LONGPASSING
12086,68,CB,Lemos,"UD Las Palmas","Spain Segunda División",Uruguay,PHYSICAL
12087,68,ST,Cuadra,"Unión Santa Fe","Argentina Primera División",Argentina,ACCELERATION
12088,68,RB,Hoever,Liverpool,"England Premier League",Netherlands,CROSSING
12089,68,CB,Plastun,Gent,"Belgium Pro League",Ukraine,HOLDING
12090,68,CB,Kister,"SV Sandhausen","Germany 2. Bundesliga",Germany,STRENGTH
12091,68,LW,Millar,Liverpool,"England Premier League",Canada,AGILITY
12092,68,CB,Matvienko,"Shakhtar Donetsk","Rest of W",Ukraine,AGGRESSION
12093,68,RB,Gorosabel,"Real Sociedad","Spain Primera División",Spain,PACE
12094,68,ST,Hirst,"Leicester City","England Premier League",England,FINISHING
12095,68,CB,Borevković,"Rio Ave","Portugal Primeira Liga",Croatia,PHYSICAL
12096,68,ST,"El Kabir","Çaykur Rizespor","Turkey Süper Lig",Morocco,SHOOTING
12097,68,CDM,Uysal,Beşiktaş,"Turkey Süper Lig",Turkey,PASSING
12098,68,CM,Hartel,"Arminia Bielefeld","Germany 2. Bundesliga",Germany,SPEED
12099,68,ST,"José Kanté","Legia Warszawa","Poland Ekstraklasa",Guinea,TARGETMAN
12100,68,CM,Levitt,"Manchester United","England Premier League",Wales,CAPTAIN
12101,68,ST,Vibe,"IFK Göteborg","Sweden Allsvenskan",Denmark,TARGETMAN
12102,68,GK,Marciano,Hibernian,"Scotland Premiership",Israel,HANDLING
12103,68,CM,Castagnetti,Cremonese,"Italy Serie B",Italy,INTERCEPTIONS
12104,68,CM,Whelan,"Heart of Midlothian","Scotland Premiership","Republic of Ireland",CAPTAIN
12105,68,CAM,Shabani,"Wolverhampton Wanderers","England Premier League",Germany,VISION
12106,68,CDM,Caroca,"Deportes Iquique","Chile Primera División",Chile,INTERCEPTIONS
12107,68,RB,Cavaré,Barnsley,"England Championship",France,CROSSING
12108,68,ST,"La Mantia",Empoli,"Italy Serie B",Italy,TARGETMAN
12109,68,LB,Mykolenko,"Dynamo Kyiv","Rest of W",Ukraine,BALANCED
12110,68,CAM,"Jhon Cley",Marítimo,"Portugal Primeira Liga",Brazil,FREEKICK
12111,68,CM,Bartolomei,Spezia,"Italy Serie B",Italy,INTERCEPTIONS
12112,68,GK,Kronholm,"Chicago Fire","USA Major League Soccer","United States",GKPOSITIONING
12113,68,RB,Smith,"Heart of Midlothian","Scotland Premiership","Northern Ireland",DEFENDING
12114,68,CF,Insigne,Benevento,"Italy Serie B",Italy,POACHER
12115,68,ST,Rubio,"Universidad de Concepción","Chile Primera División",Chile,SHOOTING
12116,68,ST,Strandberg,"Al Hazem","Saudi Pro League",Sweden,ACCELERATION
12117,68,CB,Helik,"Cracovia Kraków","Poland Ekstraklasa",Poland,PHYSICAL
12118,68,ST,Torregrossa,Brescia,"Italy Serie A",Italy,SHOOTING
12119,68,LB,"N Sakala",Alanyaspor,"Turkey Süper Lig","Congo DR",BALANCED
12120,68,LM,Baby,Antwerp,"Belgium Pro League",Senegal,VISION
12121,68,CDM,Dąbrowski,"Pogoń Szczecin","Poland Ekstraklasa",Poland,BOXTOBOX
12122,68,ST,Adi,"FC Cincinnati","USA Major League Soccer",Nigeria,SHOOTING
12123,68,LB,Pittón,"San Lorenzo de Almagro","Argentina Primera División",Argentina,PACE
12124,68,CDM,Bistrović,"CSKA Moskva","Rest of W",Croatia,BOXTOBOX
12125,68,ST,Rondón,"CFR Cluj","Romania Liga I",Venezuela,FINISHING
12126,68,GK,Thomas,"Melbourne Victory","Australia A-League",Australia,HANDLING
12127,68,CB,"Igor Rossi","Al Faisaly","Saudi Pro League",Brazil,STRENGTH
12128,68,LM,"Luis Rioja","Deportivo Alavés","Spain Primera División",Spain,FREEKICK
12129,68,CM,Ferreira,Núñez,"Argentina Primera División",Argentina,LONGPASSING
12130,68,CAM,Kobayashi,Waasland-Beveren,"Belgium Pro League",Japan,VISION
12131,68,LB,Heise,"Norwich City","England Premier League",Germany,CROSSING
12132,68,CM,Aboagye,"Gallos Blancos de Querétaro","Mexico Liga MX",Ghana,BOXTOBOX
12133,68,ST,Iajour,"Damac FC","Saudi Pro League",Morocco,SHOOTING
12134,68,CAM,"Al Moqahwi","Al Ahli","Saudi Pro League","Saudi Arabia",FREEKICK
12135,68,CB,"Borja López","Real Sporting de Gijón","Spain Segunda División",Spain,STRENGTH
12136,68,ST,Fletcher,"Sheffield Wednesday","England Championship",Scotland,SHOOTING
12137,68,LM,Napoleoni,Göztepe,"Turkey Süper Lig",Italy,FREEKICK
12138,68,CM,Konradsen,"Rosenborg BK","Norway Eliteserien",Norway,BOXTOBOX
12139,68,ST,Traoré,"CFR Cluj","Romania Liga I","Côte d Ivoire",TARGETMAN
12140,68,CB,Günter,"Hellas Verona","Italy Serie A",Germany,AGGRESSION
12141,68,ST,Valdés,"Independiente Santa Fe","Colombia Categoría Primera",Colombia,POACHER
12142,68,LWB,"Rúben Vinagre","Wolverhampton Wanderers","England Premier League",Portugal,BALANCED
12143,68,CB,Drudi,Pescara,"Italy Serie B",Italy,STRENGTH
12144,68,CDM,Strieder,"PEC Zwolle","Holland Eredivisie",Germany,LONGPASSING
12145,68,CAM,Carlinhos,"Vitória Setúbal","Portugal Primeira Liga",Brazil,VISION
12146,68,RB,Dasa,Vitesse,"Holland Eredivisie",Israel,BALANCED
12147,68,RW,Somers,"Cercle Brugge","Belgium Pro League",Belgium,SPEED
12148,68,RW,Villalva,"Tiburones Rojos de Veracruz","Mexico Liga MX",Argentina,SHOTPOWER
12149,68,ST,Rubio,"Colorado Rapids","USA Major League Soccer",Chile,SHOOTING
12150,68,RM,Hestad,"Molde FK","Norway Eliteserien",Norway,FREEKICK
12151,68,GK,Vandevoordt,Genk,"Belgium Pro League",Belgium,GKPOSITIONING
12152,68,GK,"Adrián Ortolá","CD Tenerife","Spain Segunda División",Spain,NUMBER1
12153,68,LM,Vitale,Spezia,"Italy Serie B",Italy,FREEKICK
12154,68,RB,"Rafa Navarro","Deportivo Alavés","Spain Primera División",Spain,CROSSING
12155,68,LB,Taylor,"Aston Villa","England Premier League",Wales,CROSSING
12156,68,GK,Anestis,"IFK Göteborg","Sweden Allsvenskan",Greece,HANDLING
12157,68,LM,Oar,"Central Coast Mariners","Australia A-League",Australia,COUNTER
12158,68,ST,Schäffler,"SV Wehen Wiesbaden","Germany 2. Bundesliga",Germany,FINISHING
12159,68,LB,Contento,"Fortuna Düsseldorf","Germany 1. Bundesliga",Germany,CROSSING
12160,68,RM,Horgan,Hibernian,"Scotland Premiership","Republic of Ireland",FREEKICK
12161,68,ST,Larrivey,"Deportes Ñuñoa","Chile Primera División",Argentina,SHOOTING
12162,68,LB,Wittek,"SpVgg Greuther Fürth","Germany 2. Bundesliga",Germany,BALANCED
12163,68,LB,"Javi Galán","SD Huesca","Spain Segunda División",Spain,DEFENDING
12164,68,LB,Sobol,"Club Brugge","Belgium Pro League",Ukraine,CROSSING
12165,68,CB,Kelić,"Universitatea Craiova","Romania Liga I",Croatia,STOPPER
12166,68,RWB,Vindheim,"Sparta Praha","Rest of W",Norway,REACTIONS
12167,68,GK,Banguera,"Atlético Huila","Colombia Categoría Primera",Colombia,GKPOSITIONING
12168,68,LM,Barrios,"San Lorenzo de Almagro","Argentina Primera División",Argentina,VISION
12169,68,CDM,Flum,"FC St. Pauli","Germany 2. Bundesliga",Germany,LONGPASSING
12170,68,CM,Coutts,"Fleetwood Town","England League One",Scotland,BOXTOBOX
12171,68,CB,Sauro,Toluca,"Mexico Liga MX",Argentina,TACKLING
12172,68,LM,Ngbakoto,"En Avant Guingamp","France Ligue 2","Congo DR",VISION
12173,68,CB,Dumić,"SV Darmstadt 98","Germany 2. Bundesliga","Bosnia and Herzegovina",TACKLING
12174,68,LB,Taşdemir,Galatasaray,"Turkey Süper Lig",Turkey,BALANCED
12175,68,GK,Manojlović,"Getafe CF","Spain Primera División",Serbia,DIVING
12176,68,ST,Privat,"FC Sochaux","France Ligue 2",France,TARGETMAN
12177,68,GK,Riemann,"VfL Bochum","Germany 2. Bundesliga",Germany,HANDLING
12178,68,LM,Bonevacia,"Al Faisaly","Saudi Pro League",Curaçao,COUNTER
12179,68,ST,Bulut,"Yeni Malatyaspor","Turkey Süper Lig",Turkey,ACCELERATION
12180,68,LM,Maghoma,"Birmingham City","England Championship","Congo DR",FREEKICK
12181,68,LB,"Nuno Pinto","Vitória Setúbal","Portugal Primeira Liga",Portugal,CROSSING
12182,68,CB,Navarrete,"Union La Calera","Chile Primera División",Chile,TACKLING
12183,68,CB,Chatziisaias,"Çaykur Rizespor","Turkey Süper Lig",Greece,PHYSICAL
12184,68,RM,"Aarón Ñíguez","Málaga CF","Spain Segunda División",Spain,VISION
12185,68,GK,Werner,"Atlético de San Luis","Mexico Liga MX",Argentina,HANDLING
12186,68,ST,Škuletić,"Demir Grup Sivasspor","Turkey Süper Lig",Serbia,FINISHING
12187,68,CDM,"Aitor Monroy","Jamshedpur FC","Indian Super League",Spain,LONGPASSING
12188,68,RM,Stevanović,"Servette FC","Switzerland Super League","Bosnia and Herzegovina",BALLCONTROL
12189,68,CB,Zhirov,"SV Sandhausen","Germany 2. Bundesliga",Russia,PHYSICAL
12190,68,GK,Acevedo,"Santos Laguna","Mexico Liga MX",Mexico,HANDLING
12191,68,ST,Lalpekhlua,"Chennaiyin FC","Indian Super League",India,TARGETMAN
12192,68,RB,"van Rhijn","sc Heerenveen","Holland Eredivisie",Netherlands,REACTIONS
12193,68,CB,Fontanini,"Newell s Old Boys","Argentina Primera División",Argentina,STRENGTH
12194,68,CAM,Baumjohann,"Sydney FC","Australia A-League",Germany,LONGSHOTS
12195,68,ST,"David Grande","Jamshedpur FC","Indian Super League",Spain,TARGETMAN
12196,68,CM,Henderson,Empoli,"Italy Serie B",Scotland,PASSING
12197,68,CDM,Pálsson,"SV Darmstadt 98","Germany 2. Bundesliga",Iceland,LONGPASSING
12198,68,ST,"Jorge Pombo","Cádiz CF","Spain Segunda División",Spain,TARGETMAN
12199,68,CB,Jeanvier,Brentford,"England Championship",Guinea,MARKING
12200,68,RM,Wszołek,"Legia Warszawa","Poland Ekstraklasa",Poland,FREEKICK
12201,68,ST,"Messi Bouli","Kerala Blasters FC","Indian Super League",Cameroon,POACHER
12202,68,LWB,Rieks,"Malmö FF","Sweden Allsvenskan",Denmark,CROSSING
12203,68,LW,Aarons,Motherwell,"Scotland Premiership",England,SHOTPOWER
12204,68,LB,Bayram,Galatasaray,"Turkey Süper Lig",Turkey,BALANCED
12205,68,RM,Jozefzoon,"Derby County","England Championship",Netherlands,COUNTER
12206,68,CB,Tahrat,"Abha Club","Saudi Pro League",Algeria,STRENGTH
12207,68,CB,Komorski,"NorthEast United","Indian Super League",Croatia,TACKLING
12208,68,CDM,Aguilera,"AD Alcorcón","Spain Segunda División",Spain,CAPTAIN
12209,68,GK,Boucher,"AJ Auxerre","France Ligue 2",France,HANDLING
12210,68,CB,Leeuwin,AZ,"Holland Eredivisie",Netherlands,HOLDING
12211,68,CAM,Irvine,"Hull City","England Championship",Australia,FREEKICK
12212,68,CM,"Jeong Jae Yong","Pohang Steelers","Korea K-League 1","Korea Republic",INTERCEPTIONS
12213,68,LW,Păun,"CFR Cluj","Romania Liga I",Romania,SPEED
12214,68,CB,Salisu,"Real Valladolid","Spain Primera División",Ghana,STOPPER
12215,68,CB,Beermann,"1. FC Heidenheim","Germany 2. Bundesliga",Germany,PHYSICAL
12216,68,CDM,"Luíz Carlos","Paços de Ferreira","Portugal Primeira Liga",Brazil,DESTROYER
12217,68,RW,Guðmundsson,AZ,"Holland Eredivisie",Iceland,SPEED
12218,68,ST,Wamangituka,"VfB Stuttgart","Germany 2. Bundesliga","Congo DR",ACCELERATION
12219,68,CB,Silvestre,Livorno,"Italy Serie B",Argentina,STRENGTH
12220,68,CDM,"José Mari","Cádiz CF","Spain Segunda División",Spain,PASSING
12221,68,RM,Salazar,"Patriotas Boyacá","Colombia Categoría Primera",Colombia,LONGSHOTS
12222,68,LM,Sobota,"FC St. Pauli","Germany 2. Bundesliga",Poland,VISION
12223,68,CB,Birnbaum,"D.C. United","USA Major League Soccer","United States",TACKLING
12224,68,GK,Santamaría,"Rayo Vallecano","Spain Segunda División",Spain,GKGENERALIST
12225,68,ST,Castro,"Independiente Medellín","Colombia Categoría Primera",Colombia,SHOOTING
12226,68,LM,Pugh,"Queens Park Rangers","England Championship",England,VISION
12227,68,CB,Sandler,Anderlecht,"Belgium Pro League",Netherlands,TACKLING
12228,68,CAM,Eric,"FC Voluntari","Romania Liga I",Brazil,FREEKICK
12229,68,CB,Ayhan,"MKE Ankaragücü","Turkey Süper Lig",Turkey,MARKING
12230,68,CDM,"Fabrício Baiano",Gençlerbirliği,"Turkey Süper Lig",Brazil,BOXTOBOX
12231,68,CB,Elliott,"Philadelphia Union","USA Major League Soccer",England,STRENGTH
12232,68,LB,Turan,Kayserispor,"Turkey Süper Lig",Turkey,BALANCED
12233,68,CDM,Çinaz,Kayserispor,"Turkey Süper Lig",Germany,CAPTAIN
12234,68,RW,Boljević,"Standard Liège","Belgium Pro League",Montenegro,SHOTPOWER
12235,68,RW,"van Bergen","sc Heerenveen","Holland Eredivisie",Netherlands,ATTACKING
12236,68,CDM,Mandouki,"Paris FC","France Ligue 2",France,BOXTOBOX
12237,68,CDM,Gülselam,Alanyaspor,"Turkey Süper Lig",Turkey,DESTROYER
12238,68,RB,Rodríguez,"Deportes Ñuñoa","Chile Primera División",Argentina,DEFENDING
12239,68,CM,"Kwon Soon Hyung","Jeju United","Korea K-League 1","Korea Republic",LONGPASSING
12240,68,CB,Rémy,"Legia Warszawa","Poland Ekstraklasa",France,TACKLING
12241,68,CB,Camporese,Pordenone,"Italy Serie B",Italy,STOPPER
12242,68,LM,"Shim Dong Woon","Sangju Sangmu","Korea K-League 1","Korea Republic",FREEKICK
12243,68,LB,Traoré,"FC Nantes","France Ligue 1",Mali,REACTIONS
12244,68,CB,Paz,Lecce,"Italy Serie A",Argentina,AGGRESSION
12245,68,ST,"Álvaro Vázquez","Real Sporting de Gijón","Spain Segunda División",Spain,POACHER
12246,68,CB,Bernardo,"CD Numancia","Spain Segunda División",Spain,PHYSICAL
12247,68,LW,Kebano,Fulham,"England Championship","Congo DR",AGILITY
12248,68,CB,Beugelsdijk,"ADO Den Haag","Holland Eredivisie",Netherlands,AGGRESSION
12249,68,RM,"Iza Carcelén","Cádiz CF","Spain Segunda División",Spain,FREEKICK
12250,68,LM,"Del Castillo","Stade Rennais","France Ligue 1",France,FREEKICK
12251,68,ST,Lafferty,"Sarpsborg 08 FF","Norway Eliteserien","Northern Ireland",SHOOTING
12252,68,RB,"Javi Moyano","Real Valladolid","Spain Primera División",Spain,CROSSING
12253,68,CAM,Fernández,"O Higgins","Chile Primera División",Argentina,LONGSHOTS
12254,68,LB,Garza,"FC Cincinnati","USA Major League Soccer","United States",DEFENDING
12255,68,CDM,Sylla,"CFR Cluj","Romania Liga I",Mali,PASSING
12256,68,CDM,Sadiku,Kasımpaşa,"Turkey Süper Lig",Kosovo,PASSING
12257,68,ST,Wells,"Queens Park Rangers","England Championship",Bermuda,SHOOTING
12258,68,CB,Loeschbor,"Monarcas Morelia","Mexico Liga MX",Argentina,PHYSICAL
12259,68,ST,Sigþórsson,AIK,"Sweden Allsvenskan",Iceland,TARGETMAN
12260,68,GK,Domínguez,"Vélez Sarsfield","Argentina Primera División",Ecuador,DIVING
